ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
445,Female,41,Returning,Business,Business,3060,0,0,4,4,4,4,4,5,5,5,4,4,5,4,5,5,Satisfied
446,Male,46,Returning,Business,Business,2978,0,0,5,0,3,4,2,3,4,3,4,3,3,0,3,3,Satisfied
447,Female,51,Returning,Business,Business,354,7,8,1,1,5,5,1,5,5,5,5,5,5,1,5,5,Satisfied
448,Male,48,Returning,Business,Business,2607,0,0,4,4,3,4,4,5,5,5,5,5,5,4,5,5,Satisfied
449,Male,42,First-time,Business,Business,282,0,0,4,4,5,4,3,5,3,3,3,3,4,4,3,5,Neutral or Dissatisfied
450,Female,32,Returning,Business,Business,1804,0,0,2,2,3,5,2,5,4,2,5,5,4,2,5,4,Satisfied
451,Female,27,First-time,Business,Business,158,0,0,5,5,3,5,3,5,4,3,4,4,5,5,4,5,Satisfied
452,Female,39,Returning,Business,Business,3409,0,0,4,0,4,5,4,1,5,1,3,4,1,0,1,1,Satisfied
453,Male,55,Returning,Business,Business,134,0,0,4,4,3,4,4,4,4,4,4,2,4,4,4,4,Satisfied
454,Male,59,Returning,Business,Business,312,26,18,1,1,3,4,1,5,4,5,5,2,5,1,5,5,Satisfied
455,Male,47,Returning,Business,Business,3145,51,34,5,5,4,5,5,5,5,5,3,4,5,5,5,5,Satisfied
456,Female,34,Returning,Business,Business,3310,1,1,5,5,4,5,5,5,5,5,3,2,5,5,5,5,Satisfied
457,Female,48,Returning,Business,Business,3945,0,18,5,5,5,4,5,5,4,5,5,3,5,5,5,5,Satisfied
458,Male,43,Returning,Business,Business,113,0,0,5,5,4,4,5,5,4,5,4,5,5,5,5,4,Satisfied
459,Male,59,Returning,Business,Business,134,0,10,1,1,3,4,1,4,4,4,5,2,4,1,4,5,Satisfied
460,Female,38,Returning,Business,Business,1911,0,0,0,0,4,5,1,1,5,2,5,3,1,0,1,2,Satisfied
461,Male,41,Returning,Business,Business,2227,0,0,3,3,4,5,3,4,5,4,4,5,4,3,4,4,Satisfied
462,Female,53,Returning,Business,Business,102,0,1,1,1,4,5,1,4,5,4,3,2,4,1,4,4,Satisfied
463,Female,44,Returning,Business,Business,2500,22,12,1,1,5,4,1,5,4,5,3,3,5,1,5,5,Satisfied
464,Female,26,Returning,Business,Business,229,0,0,5,5,4,4,5,4,4,4,4,4,4,5,4,5,Satisfied
465,Female,30,Returning,Business,Business,396,0,0,1,1,4,4,1,4,5,3,5,5,5,1,5,4,Satisfied
466,Female,48,Returning,Business,Business,102,0,0,3,3,5,4,3,4,4,5,3,5,4,3,4,4,Satisfied
467,Female,47,Returning,Business,Business,3730,0,0,5,5,5,4,5,4,5,4,5,4,4,5,4,4,Satisfied
468,Female,51,Returning,Business,Business,1568,0,0,5,5,5,5,5,4,4,4,5,3,4,5,4,5,Satisfied
469,Male,48,Returning,Business,Business,3617,0,15,5,0,5,5,4,3,5,3,4,2,3,0,3,3,Satisfied
470,Male,43,Returning,Business,Business,1634,0,0,2,3,4,5,3,5,4,5,4,5,5,3,5,4,Satisfied
471,Female,56,Returning,Business,Business,89,0,0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Satisfied
472,Male,40,First-time,Business,Business,113,22,20,1,1,4,1,4,5,3,3,3,3,4,1,3,5,Neutral or Dissatisfied
473,Male,57,Returning,Business,Business,1760,0,0,4,0,5,5,4,2,5,2,5,3,2,0,2,2,Satisfied
474,Female,39,Returning,Business,Business,1681,0,0,4,4,4,4,4,5,5,5,5,5,5,4,5,5,Satisfied
475,Female,59,Returning,Business,Business,3517,0,0,1,1,3,5,1,5,5,5,4,5,5,1,5,5,Satisfied
476,Female,62,Returning,Business,Business,3490,22,19,3,3,5,4,3,4,5,4,3,2,4,3,4,5,Satisfied
477,Male,57,Returning,Business,Business,1595,63,73,3,3,4,5,3,5,5,5,5,3,5,3,5,5,Satisfied
478,Female,43,Returning,Business,Business,89,0,0,4,1,4,5,4,4,4,4,5,3,4,4,4,5,Satisfied
479,Male,28,First-time,Business,Business,309,0,11,4,4,3,4,1,5,1,3,1,1,5,4,1,4,Neutral or Dissatisfied
480,Female,37,First-time,Business,Business,164,0,0,4,4,3,4,4,4,1,5,1,1,4,4,1,5,Satisfied
481,Male,55,Returning,Business,Business,134,0,0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Satisfied
482,Female,30,Returning,Business,Business,482,0,0,1,1,4,5,1,3,5,3,5,5,5,1,5,4,Satisfied
483,Female,34,Returning,Business,Business,2553,0,0,5,5,4,5,5,5,5,5,3,3,5,5,5,4,Satisfied
484,Male,45,Returning,Business,Business,1528,5,1,0,0,3,4,3,3,4,3,5,2,3,0,3,3,Satisfied
485,Male,39,Returning,Business,Business,2540,14,11,4,0,4,4,5,4,5,4,4,5,4,0,4,4,Satisfied
486,Male,48,Returning,Business,Business,354,15,23,1,1,3,4,1,4,5,4,5,3,4,1,4,4,Satisfied
487,Male,23,First-time,Business,Business,158,0,0,5,0,3,0,2,4,2,4,2,2,4,0,2,4,Satisfied
488,Male,48,Returning,Business,Business,89,19,16,4,4,4,4,4,4,5,4,5,4,4,4,4,4,Satisfied
489,Male,20,First-time,Business,Economy,164,0,1,0,2,4,2,3,3,2,4,2,2,5,2,2,4,Neutral or Dissatisfied
490,Female,51,Returning,Business,Business,2752,0,2,1,1,3,5,1,4,4,4,4,4,4,1,4,4,Satisfied
491,Female,57,Returning,Business,Business,229,0,0,3,3,4,4,3,5,5,5,3,2,5,3,5,5,Satisfied
492,Male,57,Returning,Business,Business,2884,3,21,1,1,3,5,1,4,4,4,4,3,4,1,4,4,Satisfied
493,Male,59,Returning,Business,Business,134,0,0,4,0,4,4,3,3,5,3,4,2,3,0,3,3,Satisfied
494,Female,32,First-time,Business,Business,309,0,0,3,3,5,3,1,5,4,5,4,4,4,3,4,5,Neutral or Dissatisfied
495,Female,59,Returning,Business,Business,3621,0,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,Satisfied
496,Female,34,Returning,Business,Business,3008,0,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Satisfied
497,Female,41,Returning,Business,Business,164,9,0,1,1,5,5,1,4,5,4,3,2,4,1,4,5,Satisfied
498,Female,49,Returning,Business,Business,3603,0,0,5,5,3,5,5,4,5,4,3,3,4,5,4,5,Satisfied
499,Female,57,Returning,Business,Business,2541,0,0,2,4,3,4,2,5,5,5,3,3,5,2,5,5,Satisfied
500,Male,48,Returning,Business,Business,2469,0,0,2,2,5,5,2,4,4,4,5,4,4,2,4,4,Satisfied
501,Female,38,Returning,Business,Business,354,16,3,1,1,4,5,1,4,4,4,4,2,4,1,4,4,Satisfied
502,Male,41,Returning,Business,Business,1549,37,32,4,1,4,4,1,1,4,1,3,4,1,0,1,1,Satisfied
503,Male,38,Returning,Business,Business,3598,0,4,5,4,4,4,4,5,4,5,3,5,5,4,5,4,Satisfied
504,Male,39,Returning,Business,Business,2068,0,0,1,1,4,4,1,4,4,4,3,4,4,1,4,4,Satisfied
505,Male,52,Returning,Business,Business,164,20,9,4,0,4,5,4,2,5,2,5,2,2,0,2,2,Satisfied
506,Male,50,Returning,Business,Business,3003,0,0,0,0,3,5,2,3,5,3,4,5,3,0,3,3,Satisfied
507,Female,36,Returning,Business,Business,1709,0,0,2,2,5,4,2,5,4,5,3,5,5,2,5,5,Satisfied
508,Female,38,Returning,Business,Business,3690,0,0,4,4,3,4,4,4,4,4,3,4,4,4,4,5,Satisfied
509,Female,57,Returning,Business,Business,2241,0,0,1,1,3,4,1,4,5,5,3,4,4,1,4,4,Satisfied
510,Female,52,Returning,Business,Business,354,0,0,1,1,3,5,1,4,4,4,3,2,4,1,4,4,Satisfied
511,Female,40,Returning,Business,Business,134,0,0,3,3,3,5,3,5,4,5,3,3,5,3,5,4,Satisfied
512,Male,36,First-time,Business,Business,247,15,32,2,2,4,2,2,3,4,4,4,4,4,2,4,5,Neutral or Dissatisfied
513,Male,56,Returning,Business,Business,140,0,0,3,3,3,5,3,4,5,4,3,4,4,3,4,4,Satisfied
514,Male,41,Returning,Business,Business,134,0,0,5,5,4,4,5,3,4,4,4,2,3,5,3,5,Satisfied
515,Male,21,First-time,Business,Business,89,0,0,0,5,5,5,1,4,3,4,3,3,4,4,3,5,Satisfied
516,Male,57,Returning,Business,Business,247,0,0,5,5,3,5,5,3,5,4,4,4,3,5,3,3,Satisfied
517,Male,50,Returning,Business,Business,1935,0,0,0,0,3,5,4,4,4,4,5,5,4,0,4,4,Satisfied
518,Female,15,First-time,Business,Economy,247,0,0,0,2,5,2,3,5,4,5,4,4,5,2,4,5,Neutral or Dissatisfied
519,Female,34,Returning,Business,Business,396,0,0,2,2,3,5,2,5,4,5,4,5,5,2,5,5,Satisfied
520,Female,50,Returning,Business,Business,2938,0,4,1,1,4,4,1,5,5,4,4,5,5,1,5,5,Satisfied
521,Female,59,First-time,Business,Business,158,0,0,2,2,3,2,1,5,1,3,1,1,4,2,1,5,Neutral or Dissatisfied
522,Female,39,Returning,Business,Business,158,0,18,1,1,4,4,1,4,5,4,5,4,4,1,4,5,Satisfied
523,Female,48,Returning,Business,Business,3418,0,1,3,3,5,4,3,3,5,4,3,4,3,3,3,4,Satisfied
524,Female,50,Returning,Business,Business,3425,3,0,4,5,3,5,4,5,4,5,4,3,5,4,5,5,Satisfied
525,Female,30,Returning,Business,Business,134,61,58,2,2,5,4,2,5,5,4,4,4,4,2,4,5,Satisfied
526,Female,55,Returning,Business,Business,1827,0,0,5,5,3,4,5,4,5,4,5,5,4,5,4,4,Satisfied
527,Male,38,First-time,Business,Business,134,6,1,4,4,3,4,1,3,2,2,2,2,5,4,2,4,Neutral or Dissatisfied
528,Female,49,Returning,Business,Business,134,0,0,3,3,3,4,3,5,5,5,4,4,5,3,5,4,Satisfied
529,Male,54,Returning,Business,Business,2526,0,0,5,5,4,5,5,4,4,4,4,4,4,5,4,4,Satisfied
530,Female,54,Returning,Business,Business,1665,0,0,0,0,4,5,4,1,5,1,4,3,1,0,1,1,Satisfied
531,Male,52,Returning,Business,Business,2055,7,9,0,0,3,5,3,2,4,2,5,2,2,0,2,2,Satisfied
532,Male,51,Returning,Business,Business,3462,0,0,4,4,5,5,4,4,4,4,5,4,4,4,4,4,Satisfied
533,Female,38,First-time,Business,Business,309,0,0,3,3,5,3,4,3,1,5,5,5,4,3,5,4,Neutral or Dissatisfied
534,Male,32,First-time,Business,Business,309,0,0,3,3,3,3,2,5,4,4,4,4,5,3,4,5,Neutral or Dissatisfied
535,Female,42,Returning,Business,Business,1956,31,22,0,0,3,4,4,1,4,1,4,3,1,0,1,1,Satisfied
536,Female,51,Returning,Business,Business,134,0,0,5,5,5,4,5,5,5,5,3,4,5,5,5,4,Satisfied
537,Male,23,First-time,Business,Economy,134,0,0,4,4,5,4,4,5,4,3,4,4,4,4,4,4,Satisfied
538,Female,39,Returning,Business,Business,3983,0,0,4,4,4,4,4,5,5,5,3,2,5,4,5,5,Satisfied
539,Female,46,Returning,Business,Business,3437,58,53,5,5,5,4,5,5,4,5,3,5,5,5,5,5,Satisfied
540,Male,57,Returning,Business,Business,2298,9,10,5,5,3,4,5,5,5,5,5,5,5,5,5,5,Satisfied
541,Male,54,Returning,Business,Business,2494,1,0,0,0,4,4,5,5,4,5,5,4,5,0,5,5,Satisfied
542,Male,34,First-time,Business,Business,312,0,0,2,2,4,2,3,5,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
543,Male,53,Returning,Business,Business,3460,0,0,1,1,5,4,1,4,4,4,3,4,4,1,4,4,Satisfied
544,Male,30,Returning,Business,Business,3904,0,0,5,5,5,3,5,3,3,4,3,3,4,5,3,5,Satisfied
545,Male,39,Returning,Business,Business,3498,0,0,5,0,5,4,4,3,4,3,4,3,3,0,3,3,Satisfied
546,Female,59,First-time,Business,Business,134,13,14,4,4,4,4,1,5,3,2,3,3,4,4,3,4,Neutral or Dissatisfied
547,Male,50,Returning,Business,Business,309,0,10,5,5,5,5,5,4,5,4,4,3,4,5,4,4,Satisfied
548,Female,55,First-time,Business,Business,134,0,0,3,3,5,3,5,4,4,5,3,3,4,3,3,4,Neutral or Dissatisfied
549,Male,32,Returning,Business,Business,113,0,0,4,4,4,4,4,5,5,3,4,4,4,4,4,5,Satisfied
550,Female,40,Returning,Business,Business,164,38,33,5,0,5,4,2,5,4,4,3,4,5,0,5,4,Satisfied
551,Female,44,Returning,Business,Business,3447,0,0,5,0,3,5,1,3,5,3,5,3,3,0,3,3,Satisfied
552,Female,60,Returning,Business,Business,89,0,0,4,4,4,4,4,4,4,4,5,2,4,4,4,4,Satisfied
553,Female,57,Returning,Business,Business,134,0,0,5,5,3,5,5,4,5,4,4,5,4,5,4,4,Satisfied
554,Female,39,Returning,Business,Business,3514,0,10,2,2,3,4,2,4,4,4,4,5,4,2,4,5,Satisfied
555,Male,31,Returning,Business,Business,3057,0,0,2,2,5,5,2,3,5,5,5,5,4,2,5,4,Satisfied
556,Male,39,Returning,Business,Business,2398,0,4,5,5,5,5,5,4,5,4,4,4,4,5,4,4,Satisfied
557,Female,31,Returning,Business,Business,3594,15,23,3,3,3,4,3,5,5,3,4,4,4,3,4,5,Satisfied
558,Male,42,Returning,Business,Business,164,0,0,3,3,5,5,3,4,4,5,5,5,4,3,4,5,Satisfied
559,Female,51,Returning,Business,Business,3447,0,0,5,0,5,4,2,5,4,5,3,4,5,0,5,5,Satisfied
560,Female,32,Returning,Business,Business,2560,25,17,4,4,5,5,4,3,4,2,5,5,5,4,5,4,Satisfied
561,Male,23,First-time,Business,Business,247,80,76,5,4,3,4,5,4,5,2,5,5,4,4,5,4,Satisfied
562,Female,59,First-time,Business,Business,247,0,0,4,4,3,4,2,5,4,5,4,4,4,4,4,4,Satisfied
563,Female,29,Returning,Business,Business,1588,0,0,1,1,2,1,1,2,1,5,1,1,3,1,1,3,Neutral or Dissatisfied
564,Male,49,Returning,Business,Business,89,0,0,5,5,3,4,5,5,5,5,5,3,5,5,5,5,Satisfied
565,Male,62,Returning,Business,Business,3235,19,18,4,2,5,5,4,4,4,4,3,2,4,4,4,4,Satisfied
566,Female,52,Returning,Business,Business,2145,0,0,4,0,4,4,5,2,4,2,5,2,2,0,2,2,Satisfied
567,Male,57,Returning,Business,Business,309,0,0,2,4,3,4,4,4,5,4,3,5,4,4,4,4,Satisfied
568,Male,40,Returning,Business,Business,312,0,0,2,4,3,4,2,5,5,5,4,5,5,2,5,5,Satisfied
569,Female,47,Returning,Business,Business,2947,0,14,1,1,5,4,1,4,5,4,3,5,4,1,4,4,Satisfied
570,Male,40,First-time,Business,Business,164,29,24,1,1,5,1,5,4,3,4,3,3,4,1,3,5,Neutral or Dissatisfied
571,Male,46,Returning,Business,Business,113,9,3,3,3,4,5,3,5,5,5,3,3,5,3,5,5,Satisfied
572,Male,64,First-time,Business,Business,282,0,0,3,3,2,3,3,3,3,2,4,4,4,3,4,3,Neutral or Dissatisfied
573,Female,27,Returning,Business,Business,89,0,0,4,4,3,4,4,4,5,4,4,4,4,4,4,4,Satisfied
574,Male,25,First-time,Business,Business,113,0,0,3,5,5,5,2,5,4,2,4,4,5,5,4,4,Satisfied
575,Female,54,Returning,Business,Business,2703,0,0,3,3,3,5,3,4,5,4,3,4,4,3,4,4,Satisfied
576,Female,68,First-time,Business,Business,158,0,0,2,2,4,2,4,3,3,4,3,3,5,2,3,5,Neutral or Dissatisfied
577,Female,48,Returning,Business,Business,164,0,0,1,5,3,4,5,4,5,4,4,4,4,5,4,4,Satisfied
578,Male,37,Returning,Business,Business,309,40,35,4,4,3,5,4,4,5,4,3,4,4,4,4,4,Satisfied
579,Male,56,Returning,Business,Business,2414,0,0,5,5,5,5,5,4,4,4,3,3,4,5,4,4,Satisfied
580,Male,46,Returning,Business,Business,1598,11,12,3,3,3,5,3,5,4,5,5,4,5,3,5,4,Satisfied
581,Male,25,First-time,Business,Business,164,47,57,0,4,4,4,4,5,1,5,5,5,5,4,5,4,Satisfied
582,Female,33,First-time,Business,Business,158,0,2,2,2,5,2,5,3,2,5,4,4,5,2,4,4,Neutral or Dissatisfied
583,Female,58,Returning,Business,Business,164,0,0,1,1,5,5,1,5,4,5,4,5,5,1,5,4,Satisfied
584,Male,25,First-time,Business,Business,282,0,1,1,1,1,1,3,3,2,1,2,2,4,1,2,4,Neutral or Dissatisfied
585,Male,46,Returning,Business,Business,164,0,0,1,4,3,4,1,4,4,4,3,2,4,1,4,5,Satisfied
586,Female,50,Returning,Business,Business,158,0,0,4,0,3,4,4,1,5,1,4,4,1,0,1,1,Satisfied
587,Female,66,Returning,Business,Business,2883,0,0,2,2,4,5,2,5,4,5,3,5,5,2,5,5,Satisfied
588,Female,40,Returning,Business,Business,3424,36,37,1,1,3,5,1,5,4,5,4,3,5,1,5,5,Satisfied
589,Male,50,Returning,Business,Business,164,0,0,1,4,4,5,1,5,5,5,5,3,5,1,5,5,Satisfied
590,Female,56,Returning,Business,Business,2694,0,2,3,3,4,5,3,4,4,4,5,2,4,3,4,4,Satisfied
591,Female,56,Returning,Business,Business,1507,10,12,0,0,4,5,3,2,5,3,3,3,2,0,2,3,Satisfied
592,Male,55,First-time,Business,Business,102,0,0,1,1,5,1,4,5,3,5,3,3,5,1,3,4,Neutral or Dissatisfied
593,Female,50,Returning,Business,Business,247,0,0,2,2,4,5,2,5,4,5,5,4,5,2,5,5,Satisfied
594,Male,42,Returning,Business,Business,1633,0,0,1,1,4,4,1,5,4,5,3,5,5,1,5,4,Satisfied
595,Male,44,Returning,Business,Business,229,36,22,5,5,5,5,5,5,4,5,5,3,5,5,5,5,Satisfied
596,Female,44,Returning,Business,Business,89,25,23,1,1,4,4,1,4,5,4,5,2,4,1,4,4,Satisfied
597,Female,46,Returning,Business,Business,3100,0,0,2,2,4,5,2,4,4,4,5,4,4,2,4,4,Satisfied
598,Male,56,Returning,Business,Business,247,1,8,2,3,5,4,2,5,5,5,3,4,5,2,5,5,Satisfied
599,Female,39,Returning,Business,Business,3269,0,0,1,1,4,4,1,5,4,4,5,2,5,1,5,4,Satisfied
600,Female,56,Returning,Business,Business,134,0,2,5,5,5,4,5,5,4,5,4,5,5,5,5,4,Satisfied
601,Female,57,Returning,Business,Business,2939,0,0,0,0,5,4,2,3,4,3,4,2,3,0,3,3,Satisfied
602,Female,58,Returning,Business,Business,2797,0,0,1,1,5,5,1,5,5,5,3,4,5,1,5,5,Satisfied
603,Female,24,First-time,Business,Economy,270,0,0,0,4,4,4,3,5,4,4,4,4,4,4,4,5,Neutral or Dissatisfied
604,Male,47,Returning,Business,Business,396,0,0,3,3,3,5,3,5,4,5,4,4,5,3,5,5,Satisfied
605,Female,39,Returning,Business,Business,270,20,26,1,1,4,5,1,5,5,5,5,3,5,1,5,5,Satisfied
606,Male,46,Returning,Business,Business,134,0,0,4,4,4,4,4,2,4,2,3,2,2,3,2,3,Neutral or Dissatisfied
607,Female,27,First-time,Business,Business,89,3,21,4,4,5,4,3,4,3,3,3,3,4,4,3,4,Satisfied
608,Female,30,Returning,Business,Business,2100,0,0,4,2,3,4,4,3,5,4,5,5,5,4,5,4,Satisfied
609,Male,50,Returning,Business,Business,3643,0,12,2,2,3,4,2,4,4,4,4,4,4,2,4,4,Satisfied
610,Male,23,Returning,Business,Business,2557,1,5,3,3,4,5,3,5,4,3,5,5,4,3,5,4,Satisfied
611,Male,56,Returning,Business,Business,158,0,0,5,5,5,4,5,5,4,5,4,3,5,5,5,4,Satisfied
612,Female,48,Returning,Business,Business,2311,8,12,4,2,5,4,4,5,4,5,3,2,5,4,5,5,Satisfied
613,Male,55,Returning,Business,Business,3534,0,0,5,5,3,5,5,5,5,5,4,3,5,5,5,5,Satisfied
614,Male,40,First-time,Business,Business,309,0,0,3,3,4,3,3,3,2,2,2,2,4,3,2,5,Neutral or Dissatisfied
615,Female,39,Returning,Business,Business,2145,0,0,4,0,5,5,2,2,5,2,5,4,2,0,2,2,Satisfied
616,Male,27,First-time,Business,Business,89,0,0,2,2,3,2,4,5,1,3,1,1,5,2,1,5,Neutral or Dissatisfied
617,Female,54,Returning,Business,Business,1586,10,19,1,1,2,3,1,2,3,2,3,2,2,1,2,1,Neutral or Dissatisfied
618,Male,27,First-time,Business,Business,140,0,0,0,0,5,0,4,4,5,5,5,5,5,0,5,5,Satisfied
619,Male,43,Returning,Business,Business,312,0,0,5,5,4,4,5,5,5,5,3,2,5,5,5,5,Satisfied
620,Male,58,Returning,Business,Business,1936,24,21,3,3,4,4,3,5,5,5,3,5,5,3,5,4,Satisfied
621,Male,28,Returning,Business,Business,2521,0,0,3,3,4,5,3,3,5,5,5,5,5,3,5,4,Satisfied
622,Male,43,Returning,Business,Business,229,0,0,4,4,4,4,4,5,5,5,3,4,5,4,5,5,Satisfied
623,Male,39,First-time,Business,Business,309,0,0,2,2,5,2,1,3,1,3,1,1,5,2,1,4,Neutral or Dissatisfied
624,Female,39,Returning,Business,Business,1766,0,0,2,2,5,4,2,4,4,4,3,2,4,2,4,4,Satisfied
625,Male,46,Returning,Business,Business,102,101,98,1,1,3,4,1,4,5,4,3,5,4,1,4,4,Satisfied
626,Male,51,Returning,Business,Business,2073,22,17,0,0,4,5,4,2,4,2,4,5,2,0,2,2,Satisfied
627,Male,45,Returning,Business,Business,247,28,14,2,2,4,4,2,5,4,5,3,5,5,2,5,5,Satisfied
628,Male,42,Returning,Business,Business,3903,0,0,5,5,4,4,5,4,4,4,5,3,4,5,4,4,Satisfied
629,Male,35,First-time,Business,Business,89,0,0,3,3,4,3,3,5,3,3,3,3,5,3,3,4,Neutral or Dissatisfied
630,Male,40,Returning,Business,Business,134,0,0,3,3,3,5,3,5,5,5,3,5,5,3,5,5,Satisfied
631,Female,42,Returning,Business,Business,164,0,0,4,0,4,4,1,4,4,4,3,5,4,0,4,4,Satisfied
632,Female,47,Returning,Business,Business,158,0,1,3,3,4,5,3,4,4,4,5,2,4,3,4,5,Satisfied
633,Female,53,Returning,Business,Business,3785,0,0,5,5,5,4,5,4,4,4,5,4,4,5,4,5,Satisfied
634,Female,39,Returning,Business,Business,113,0,0,5,5,4,5,5,5,5,5,5,4,5,5,5,5,Satisfied
635,Male,55,First-time,Business,Business,158,1,0,5,5,4,5,3,4,3,5,3,3,5,5,3,5,Satisfied
636,Female,57,Returning,Business,Business,2554,0,0,5,5,3,4,5,4,4,4,3,4,4,5,4,4,Satisfied
637,Male,23,First-time,Business,Business,229,0,0,0,4,5,4,4,5,1,4,1,1,4,4,1,4,Satisfied
638,Female,40,Returning,Business,Business,3123,0,0,5,5,5,4,5,4,5,4,5,2,4,5,4,4,Satisfied
639,Male,39,Returning,Business,Business,309,25,16,4,4,3,4,4,5,5,5,5,4,5,4,5,5,Satisfied
640,Male,40,Returning,Business,Business,282,0,0,0,0,3,5,4,3,5,3,4,4,3,0,3,3,Satisfied
641,Male,58,Returning,Business,Business,3585,0,0,3,3,4,4,3,3,4,3,4,1,3,3,3,3,Neutral or Dissatisfied
642,Female,52,Returning,Business,Business,2216,0,3,1,1,4,5,1,4,5,4,3,2,4,1,4,5,Satisfied
643,Female,60,Returning,Business,Business,3931,11,20,4,2,3,4,2,5,5,5,3,3,5,2,5,5,Satisfied
644,Female,49,Returning,Business,Business,89,0,0,4,0,5,5,3,5,4,5,5,5,5,0,5,5,Satisfied
645,Male,58,Returning,Business,Business,164,0,0,4,4,4,4,4,4,5,4,3,3,4,4,4,4,Satisfied
646,Male,52,Returning,Business,Business,3811,0,0,0,0,3,4,4,3,4,3,4,5,3,0,3,3,Satisfied
647,Female,37,Returning,Business,Business,1535,45,62,4,4,4,5,4,5,5,5,3,2,5,4,5,5,Satisfied
648,Male,21,First-time,Business,Economy,396,0,0,0,3,4,3,2,5,2,2,2,2,5,3,2,4,Neutral or Dissatisfied
649,Male,37,First-time,Business,Business,164,0,31,2,2,3,2,5,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
650,Male,58,Returning,Business,Business,3593,0,0,4,5,4,4,4,2,4,2,5,4,2,4,2,2,Satisfied
651,Male,54,Returning,Business,Business,247,112,119,4,4,4,4,4,5,4,5,4,3,5,4,5,5,Satisfied
652,Female,23,First-time,Business,Economy,229,0,0,4,0,3,0,1,4,5,4,2,2,4,1,2,4,Neutral or Dissatisfied
653,Male,27,First-time,Business,Business,482,0,0,4,4,3,4,2,3,2,2,2,2,5,4,2,4,Satisfied
654,Female,30,Returning,Business,Business,2369,0,0,1,1,5,5,1,5,5,3,5,5,5,1,5,5,Satisfied
655,Male,47,Returning,Business,Business,2556,0,0,5,0,4,4,3,1,5,1,4,4,1,0,1,1,Satisfied
656,Male,39,First-time,Business,Business,312,0,0,4,4,4,4,3,3,3,2,3,3,5,4,3,4,Neutral or Dissatisfied
657,Female,58,Returning,Business,Business,3824,0,5,2,2,3,4,2,2,4,1,1,5,2,2,2,2,Neutral or Dissatisfied
658,Male,48,Returning,Business,Business,1940,21,14,1,1,5,4,1,4,5,4,4,5,4,1,4,4,Satisfied
659,Male,49,Returning,Business,Business,229,0,1,5,5,3,4,5,4,4,4,4,5,4,5,4,4,Satisfied
660,Male,57,Returning,Business,Business,2360,0,0,5,5,4,4,5,4,4,4,3,5,4,5,4,5,Satisfied
661,Female,53,Returning,Business,Business,3574,0,0,3,3,3,5,3,4,4,4,3,5,4,3,4,5,Satisfied
662,Female,48,Returning,Business,Business,102,0,0,3,4,5,4,4,5,4,5,4,5,5,4,5,5,Satisfied
663,Female,45,Returning,Business,Business,3712,0,0,4,4,5,5,4,4,5,4,5,3,4,4,4,4,Satisfied
664,Male,58,Returning,Business,Business,2620,0,0,1,1,4,5,1,5,4,4,5,3,5,1,5,5,Satisfied
665,Female,41,Returning,Business,Business,229,0,0,1,1,4,5,1,5,5,5,4,5,5,1,5,5,Satisfied
666,Female,26,First-time,Business,Business,164,0,0,0,3,4,3,4,5,2,2,4,4,5,3,4,4,Neutral or Dissatisfied
667,Female,54,Returning,Business,Business,229,0,0,1,1,4,5,1,5,5,5,4,4,5,1,5,5,Satisfied
668,Female,46,Returning,Business,Business,89,0,0,5,0,4,4,4,1,5,1,4,5,1,0,1,1,Satisfied
669,Male,40,Returning,Business,Business,3893,0,0,3,3,3,4,3,4,4,4,4,3,4,3,4,5,Satisfied
670,Female,50,First-time,Business,Business,134,0,10,1,1,2,1,4,1,5,1,5,5,4,1,5,4,Neutral or Dissatisfied
671,Female,21,First-time,Business,Economy,134,0,0,0,1,5,1,1,4,4,5,4,4,4,1,4,5,Neutral or Dissatisfied
672,Male,44,Returning,Business,Business,2525,0,16,4,4,5,4,4,4,4,4,3,5,4,4,4,4,Satisfied
673,Female,39,Returning,Business,Business,2929,0,0,4,2,3,4,4,4,5,5,5,2,4,4,4,4,Satisfied
674,Female,41,Returning,Business,Business,113,47,49,5,5,4,4,5,5,4,5,4,2,5,5,5,5,Satisfied
675,Female,46,Returning,Business,Business,113,0,0,3,3,4,4,3,5,4,5,5,4,5,3,5,4,Satisfied
676,Female,52,Returning,Business,Business,229,0,0,2,2,3,4,2,4,5,4,3,2,4,2,4,4,Satisfied
677,Female,24,First-time,Business,Economy,309,0,0,5,1,5,1,2,3,2,4,4,4,4,1,4,4,Neutral or Dissatisfied
678,Female,54,Returning,Business,Business,164,0,0,1,5,4,4,5,4,4,4,5,4,4,5,4,5,Satisfied
679,Male,42,Returning,Business,Business,3640,0,0,1,4,5,4,1,4,5,4,5,4,4,1,4,4,Satisfied
